x,a,b,c,d,index_value
387,133,93,113,105,241
388,135,95,113,105,246
389,136,97,115,106,253
391,136,97,116,106,257
392,136,95,115,106,253
393,136,93,114,106,254
394,136,91,111,106,252
395,136,92,109,106,249
396,137,93,109,106,254
397,138,94,110,107,259
398,139,96,110,107,261
399,139,98,110,108,263
400,139,100,113,108,262
401,140,99,114,108,262
403,140,94,111,108,258
404,140,92,109,108,251
405,140,88,107,108,238
406,140,86,104,108,236
407,140,84,103,108,227
408,141,86,101,108,232
409,141,87,101,109,233
410,141,89,103,109,235
411,143,89,102,109,234
412,145,90,102,110,234
413,145,91,103,111,233
414,146,91,104,111,232
415,146,90,104,111,231
416,145,90,103,111,229
418,144,93,104,110,231
419,145,93,104,110,235
420,146,96,104,110,240
421,147,97,104,111,240
422,147,97,106,111,243
423,147,96,106,111,242
426,149,98,102,112,247
427,149,102,105,112,259
428,150,103,106,113,262
429,151,103,108,113,257
430,151,99,107,113,244
431,151,97,105,113,249
432,150,94,102,113,233
433,149,92,100,112,227
434,149,89,98,112,222
435,149,86,96,112,217
436,148,82,93,111,214
437,146,79,91,110,200
438,144,77,89,109,191
439,143,76,87,107,187
441,141,72,86,106,185
442,141,67,85,105,175
443,139,66,83,105,170
444,133,63,82,101,164
445,133,62,82,99,160
446,132,61,81,98,159
447,131,58,80,98,148
448,131,57,78,97,144
449,130,58,77,96,147
450,130,59,77,96,153
451,130,61,79,96,160
452,130,61,79,96,160
454,129,58,79,95,151
455,127,54,75,95,139
456,126,51,74,93,128
457,125,47,73,91,122
459,121,39,67,89,106
460,119,34,66,87,102
461,115,31,63,85,89
462,109,29,62,81,86
463,106,31,64,77,92
464,105,35,68,74,101
465,105,37,70,74,103
466,105,38,71,74,104
467,104,38,72,73,103
468,104,38,70,73,104
469,104,39,69,72,106
470,104,40,69,72,103
471,103,37,69,72,106
472,102,33,67,71,95
473,99,30,64,69,82
474,98,27,62,68,74
475,98,26,60,67,70
476,96,24,60,66,72
477,95,18,60,64,55
478,93,17,56,64,54
480,88,14,55,58,42
481,86,15,55,57,43
482,84,19,56,55,59
483,84,21,58,53,55
485,83,23,61,52,66
486,83,22,61,52,58
487,82,19,58,51,50
488,81,18,57,50,46
489,81,17,55,50,39
490,81,16,55,49,32
491,79,20,54,48,39
492,77,21,55,47,40
493,77,24,59,46,47
495,78,29,60,45,56
496,78,31,63,45,62
497,78,32,63,45,61
498,78,31,62,45,61
500,77,35,62,44,65
501,77,39,65,44,77
502,77,42,66,44,86
504,80,50,70,44,97
505,80,53,73,45,108
506,81,56,76,46,118
508,83,59,78,47,117
509,83,61,80,47,121
510,83,62,81,47,126
511,83,63,82,47,129
512,85,63,82,48,125
513,85,61,82,48,119
514,85,60,81,48,118
515,86,61,80,48,128
516,86,63,81,48,125
517,86,64,82,48,130
518,86,63,83,48,129
519,86,63,81,48,129
520,86,63,81,48,129
521,86,63,82,48,130
522,85,63,81,48,131
523,85,63,81,47,130
524,85,62,80,47,128
525,85,59,79,47,122
526,85,57,79,47,112
527,84,55,76,46,105
528,83,54,74,45,99
529,83,55,74,45,108
530,83,55,75,44,103
531,83,52,74,44,95
532,83,50,71,44,82
533,82,49,70,43,83
535,82,51,70,42,92
536,82,47,69,42,85
537,81,45,67,42,75
538,80,39,65,41,58
539,78,37,62,40,57
540,77,35,57,39,48
541,75,35,57,36,47
542,74,36,58,35,48
543,73,20,58,34,44
544,71,20,47,32,42
545,65,8,7,32,42
546,65,9,15,24,43
548,62,9,18,22,44
549,62,11,22,20,47
550,62,13,26,19,48
551,62,13,28,18,44
552,62,10,28,18,33
553,61,9,26,18,23
554,59,6,25,18,14
555,58,5,25,14,10
556,58,6,23,14,10
557,57,9,24,13,17
558,57,10,34,13,15
559,57,10,37,12,15
560,56,10,36,12,12
561,56,12,36,11,14
562,55,11,36,10,14
563,55,9,35,9,11
564,53,7,32,9,7
565,52,6,31,7,3
566,51,7,31,5,5
567,51,8,31,4,6
568,52,12,34,4,8
569,55,18,34,5,20
570,56,22,36,7,27
571,56,29,41,8,42
572,56,33,45,8,49
573,57,36,48,8,57
574,58,39,49,8,60
575,59,40,51,9,62
576,59,40,52,9,62
577,59,41,51,9,61
578,59,41,51,9,63
579,60,42,50,9,62
580,61,45,50,9,62
581,62,46,53,11,62
582,62,44,54,11,57
583,62,42,53,11,53
584,61,41,51,11,51
585,63,41,51,10,52
586,63,43,51,11,54
587,64,45,52,11,56
588,65,46,53,12,59
589,66,48,54,13,60
590,67,50,57,13,57
591,68,52,58,14,56
592,68,53,59,15,56
593,69,55,60,15,60
594,71,60,62,15,67
595,72,63,67,17,71
596,72,66,71,17,77
597,73,67,72,17,74
598,73,67,72,18,72
599,73,66,75,18,67
600,73,65,74,18,62
601,73,64,74,17,58
602,73,62,73,17,55
603,73,60,71,17,51
604,73,59,70,16,48
605,73,58,68,16,45
606,73,58,68,16,44
607,74,62,68,16,52
608,75,64,70,17,55
609,76,69,74,18,63
610,77,70,75,18,64
611,78,71,75,19,64
612,78,71,76,20,64
613,79,71,77,20,64
614,79,70,76,20,65
615,79,68,75,20,55
616,79,66,74,20,51
617,79,64,73,20,43
618,79,63,72,20,41
619,79,62,72,19,36
620,79,60,70,19,35
621,78,58,68,19,24
622,78,56,67,18,16
623,77,52,65,17,8
624,75,51,64,16,7
625,74,50,64,15,5
626,74,51,65,13,6
627,74,52,67,13,10
628,74,53,67,12,10
629,74,55,67,12,15
630,75,57,69,12,18
631,75,60,71,12,24
632,76,62,71,12,27
633,76,66,74,12,30
634,76,67,74,13,35
635,76,69,79,13,36
636,77,68,81,13,28
637,77,67,79,13,27
638,77,65,77,13,20
639,76,66,77,13,20
640,77,69,77,12,26
641,78,72,80,13,35
642,79,75,83,13,40
643,80,79,84,13,47
644,81,81,84,14,53
645,82,86,87,15,65
646,83,91,90,16,76
647,87,96,93,18,85
648,88,99,97,20,90
649,88,101,101,21,92
650,88,101,102,21,94
651,89,101,101,22,95
652,91,102,101,23,97
653,91,103,103,24,100
654,92,105,103,24,109
655,94,108,102,25,116
656,94,109,104,26,120
657,94,107,106,26,114
658,95,103,105,27,101
659,95,98,102,27,93
660,95,94,97,27,82
661,95,90,91,27,74
662,95,90,91,27,75
663,96,91,91,27,80
664,97,92,90,27,82
665,97,93,90,28,87
666,97,93,90,28,87
667,97,93,91,28,87
668,97,92,90,28,85
670,99,95,90,28,93
671,99,97,90,29,91
672,99,98,92,29,103
673,100,99,92,30,100
674,101,100,92,30,108
675,101,101,92,31,109
677,102,104,94,31,116
679,104,105,96,33,119
680,104,105,97,34,115
681,105,103,96,34,113
683,105,102,93,34,112
684,106,103,93,34,114
686,106,103,92,35,118
688,107,104,93,36,118
689,108,103,94,36,112
690,108,99,92,37,99
691,108,97,91,37,91
692,108,94,88,37,84
693,108,93,86,36,83
694,108,92,86,36,83
695,109,92,85,36,85
696,109,92,85,36,87
697,110,94,85,36,95
698,110,96,86,37,89
700,111,98,91,38,102
701,111,98,91,38,99
702,111,97,90,38,100
703,111,96,89,38,95
705,111,95,87,38,96
706,111,94,86,38,94
707,112,93,85,38,91
708,112,93,85,38,91
709,112,92,84,38,87
711,112,91,83,38,84
712,112,89,82,38,79
713,112,87,81,38,74
714,111,86,80,38,72
715,111,85,79,37,70
716,111,84,77,36,69
718,111,85,77,36,73
719,111,85,77,36,71
720,111,85,77,36,70
721,111,84,76,36,67
722,111,83,75,36,73
723,111,85,75,36,80
724,112,88,76,36,82
725,112,90,79,36,88
726,112,91,80,36,90
727,112,92,79,36,91
728,112,92,79,37,93
729,113,92,78,37,93
730,113,91,77,37,92
731,113,90,75,37,92
732,113,90,75,37,92
733,113,90,74,37,92
734,113,89,74,37,91
735,113,87,73,37,88
736,113,86,71,37,85
737,113,85,69,37,81
738,113,83,68,37,78
739,113,82,67,36,76
740,113,81,65,37,77
743,114,81,64,37,78
744,114,82,64,37,83
745,115,82,64,37,85
748,116,82,65,38,88
750,116,85,65,38,90
751,117,88,66,39,92
752,117,89,67,39,98
753,117,90,70,39,102
754,117,90,71,39,99
755,117,89,70,39,98
756,118,89,70,39,97
758,118,89,70,40,99
760,119,90,69,40,102
761,119,90,69,40,98
762,119,89,68,40,94
763,119,88,67,40,92
764,119,86,66,40,89
765,119,85,65,40,87
766,119,83,64,40,81
767,119,82,63,40,80
768,119,81,62,40,77
769,119,80,62,40,75
771,119,80,62,39,72
772,119,79,61,39,74
773,119,79,61,39,71
774,120,80,60,39,74
775,120,81,60,39,78
776,120,82,61,40,85
777,121,84,62,40,92
778,121,86,62,40,91
779,122,88,64,41,102
780,123,90,65,42,101
781,123,90,67,42,102
782,124,92,68,43,104
783,126,93,68,44,110
784,127,96,71,45,112
786,127,96,74,47,112
787,127,95,73,47,106
788,128,94,72,47,106
789,128,94,72,47,107
790,128,95,72,47,111
792,129,97,72,47,116
793,129,98,74,48,118
794,130,99,74,48,117
796,130,99,76,49,118
797,130,91,77,49,116
799,129,85,74,49,115
800,129,85,75,49,116
801,129,83,74,48,115
804,130,89,75,48,121
805,131,90,76,49,126
806,131,91,77,49,128
807,131,93,77,49,126
808,132,95,78,49,127
809,134,97,80,50,131
810,135,101,81,51,132
811,135,102,84,53,133
812,136,104,87,54,132
813,136,104,88,54,130
814,136,100,88,54,121
815,136,96,86,54,114
816,135,91,82,54,96
817,134,86,79,54,88
818,134,84,76,52,81
819,134,81,73,52,79
820,133,81,73,51,79
822,133,80,73,50,82
823,134,80,73,50,80
824,134,79,72,50,83
825,134,78,70,50,80
826,133,78,70,50,81
827,133,78,69,49,83
828,133,78,69,49,84
829,134,78,69,49,87
830,134,77,69,49,85
831,134,78,68,50,87
832,134,78,68,50,87
833,135,79,68,50,91
834,135,81,68,51,95
835,135,82,69,51,94
836,136,82,70,52,92
837,136,82,69,52,92
838,136,81,68,52,91
839,135,81,68,51,91
840,135,81,68,51,92
841,135,81,67,51,92
842,135,81,68,51,92
844,136,84,68,51,97
845,137,85,69,51,98
846,137,85,71,52,99
847,137,84,70,52,98
848,138,84,70,52,97
849,138,83,68,53,98
850,138,84,68,53,99
852,139,86,68,53,101
853,139,86,68,54,102
854,139,86,69,54,103
855,139,86,69,54,101
856,139,86,69,54,98
857,139,84,69,54,89
858,139,81,68,54,87
859,139,79,67,54,81
860,139,79,65,54,83
861,139,79,65,53,84
862,139,79,66,53,86
863,139,79,66,53,86
864,140,80,65,53,89
865,140,81,65,54,92
866,141,81,67,54,89
867,141,81,67,55,87
868,141,81,66,55,89
869,141,80,66,55,88
870,140,80,66,55,87
872,141,83,66,54,91
873,142,87,67,54,99
874,144,91,70,55,107
875,145,98,75,57,108
876,147,103,81,58,122
877,148,106,87,60,122
878,148,108,91,62,124
879,148,108,92,62,125
880,148,108,92,63,122
881,149,107,92,63,122
882,150,107,92,64,123
883,150,107,91,64,123
884,150,107,91,65,122
885,150,107,91,65,118
886,151,106,91,65,117
887,151,102,90,65,106
888,151,101,89,65,105
889,150,98,86,65,99
891,150,98,86,65,103
892,150,98,87,65,103
893,150,97,85,63,102
894,150,97,85,63,103
895,151,98,83,64,107
896,152,100,83,64,112
897,152,103,85,65,118
898,153,105,86,66,121
899,154,107,89,67,122
900,154,108,91,67,121
901,154,108,93,68,120
902,155,110,93,68,124
903,156,113,94,68,122
904,156,116,96,69,129
905,158,121,99,70,137
906,160,125,103,72,135
907,163,133,107,74,151
908,165,138,112,76,150
909,167,145,120,80,164
910,169,154,127,83,170
911,170,157,132,85,180
912,172,165,141,87,186
913,174,169,146,90,190
914,176,171,149,93,195
915,177,174,152,94,192
916,177,172,156,96,186
917,177,170,155,96,181
918,178,169,153,97,181
919,178,169,151,97,186
920,179,169,151,97,189
921,180,170,151,98,196
922,181,172,152,99,198
923,181,172,154,100,194
924,181,171,155,101,192
925,181,169,154,101,185
926,181,167,152,101,185
927,181,166,151,101,181
928,182,165,149,101,182
929,182,165,149,101,182
930,182,164,148,102,181
931,182,163,147,102,180
932,183,164,147,102,182
933,184,167,147,102,188
934,185,169,148,103,194
935,186,173,152,105,198
936,186,176,155,105,201
938,191,187,160,108,209
939,195,199,167,111,220
940,199,209,177,116,237
941,200,221,191,121,252
942,202,227,202,124,262
943,203,232,211,126,264
945,206,241,220,131,268
946,208,244,224,133,271
947,208,243,228,134,262
948,209,242,228,135,256
949,209,240,226,136,252
950,210,239,225,136,252
951,210,237,223,137,248
952,210,232,222,137,242
953,210,229,218,137,237
954,210,224,214,137,233
956,212,222,210,138,232
957,213,223,210,139,235
959,213,222,211,141,234
960,212,220,209,141,232
961,212,217,207,141,227
962,212,216,204,141,228
963,213,215,203,141,230
964,213,214,201,141,229
966,213,216,201,142,233
967,214,218,202,142,236
968,215,220,202,142,236
969,216,222,205,143,238
970,216,222,207,144,237
971,216,222,208,145,236
973,217,222,206,146,234
974,217,221,206,146,235
975,217,221,206,146,235
977,218,220,206,147,235
979,218,215,205,148,226
980,217,212,204,148,217
981,216,208,201,147,213
982,215,206,201,146,212
983,215,204,198,144,213
984,214,202,197,144,208
985,214,200,194,143,203
986,214,198,192,143,203
987,213,195,192,142,198
988,212,194,190,141,194
990,211,191,188,139,190
991,211,189,187,138,189
992,210,189,185,138,194
993,211,190,185,137,193
994,211,191,186,137,195
996,211,191,188,137,195
998,211,179,187,138,190
999,209,176,182,138,185
1000,207,163,178,138,179
1001,206,161,177,131,177
1002,205,159,175,131,175
1003,204,159,175,130,175
1004,203,158,175,127,174
1005,203,159,174,127,175
1007,202,161,174,125,176
1008,202,164,175,125,177
1009,203,166,177,124,179
1010,203,168,178,124,180
1011,203,169,180,125,181
1012,203,169,181,125,180
1013,203,170,182,125,180
1014,203,171,183,124,180
1015,203,171,183,125,179
1016,203,158,182,125,175
1017,201,157,176,125,174
1018,197,151,176,124,171
1019,197,155,180,116,169
1020,196,154,179,116,166
1021,196,150,179,115,161
1022,195,148,177,115,156
1023,194,143,174,114,150
1024,194,142,170,113,144
1025,193,141,169,112,142
1026,192,142,169,110,142
1027,191,144,170,109,141
1028,191,146,172,107,139
1029,190,148,172,107,138
1030,190,149,174,106,138
1031,189,150,176,105,137
1032,189,151,177,105,135
1033,188,152,176,104,136
1034,188,154,176,103,137
1035,187,157,179,102,138
1037,188,164,185,101,142
1038,188,166,187,101,143
1039,188,169,190,101,147
1040,188,169,191,101,148
1041,188,172,192,101,146
1042,188,174,192,101,149
1043,188,177,194,101,150
1044,188,179,196,101,153
1045,188,182,197,101,154
1046,188,184,200,101,155
1047,188,185,202,101,151
1048,188,185,204,101,150
1049,188,185,204,101,147
1050,187,186,204,101,150
1051,187,187,202,100,146
1052,187,188,204,99,147
1053,188,189,205,99,144
1054,188,189,206,99,145
1055,188,190,207,100,141
1057,188,194,209,100,139
1058,188,194,211,99,137
1059,188,195,212,99,136
1060,186,195,210,99,135
1061,185,197,213,99,132
1062,185,199,216,98,131
1063,185,200,219,95,130
1064,185,202,222,94,128
1065,184,203,222,94,127
1066,183,206,224,93,123
1067,183,209,227,92,123
1068,183,211,232,93,117
1069,183,215,232,91,114
1070,182,217,234,90,108
1071,181,223,240,90,104
1072,180,224,246,89,99
1073,179,221,249,87,96
1074,178,218,237,85,94
1075,178,213,228,84,94
1076,178,209,220,84,94
1077,178,207,214,84,94
1078,178,204,204,83,94
1079,178,200,195,83,94
1080,178,197,190,83,94
1081,178,192,185,83,94
1082,178,188,175,82,94
1083,178,182,157,82,94
1084,178,176,150,82,94
1085,178,170,141,81,94
