x,a,b,c,d,index_value
235,26,52,38,24,94
236,27,53,39,25,96
238,28,52,39,25,86
239,28,50,36,24,85
240,27,49,33,23,78
241,27,48,31,23,72
242,27,47,31,22,71
243,27,46,30,22,64
244,27,46,30,22,64
245,27,46,29,21,62
246,27,46,28,21,58
247,26,45,28,20,55
248,26,45,27,18,51
249,25,45,26,18,49
250,25,45,26,18,44
251,24,43,27,17,41
252,21,42,26,12,35
253,20,41,25,11,35
254,19,41,25,9,34
255,20,43,25,10,37
256,21,45,27,11,42
257,23,49,30,13,55
258,25,52,32,15,61
259,26,54,35,15,71
260,26,55,37,15,68
261,27,55,37,15,68
262,27,55,36,15,70
263,27,56,35,15,74
264,28,58,35,16,78
265,29,59,36,16,81
266,30,60,36,17,83
267,30,61,37,17,85
268,31,62,38,18,85
269,31,62,38,18,84
270,31,62,38,18,82
271,31,61,37,17,80
272,31,61,36,17,72
273,31,60,35,17,65
274,30,57,34,14,53
275,28,54,33,10,42
276,24,52,30,6,34
277,23,51,28,5,32
278,24,52,28,5,36
279,24,54,29,5,43
280,24,55,30,5,46
281,25,56,30,5,51
282,25,56,31,6,51
283,26,56,31,6,51
284,26,56,31,6,50
285,26,57,30,5,53
286,26,58,30,5,54
287,26,58,32,6,59
288,27,59,32,6,59
290,27,61,32,7,62
291,30,64,32,10,73
292,32,67,35,12,79
293,34,70,38,14,95
294,36,73,42,18,102
295,39,76,45,21,112
296,43,79,48,24,119
297,45,81,51,27,129
298,48,84,54,29,134
299,48,86,57,30,140
300,49,87,58,30,141
301,50,87,60,32,146
302,51,88,60,32,147
303,52,88,60,33,148
304,53,88,60,33,149
305,53,87,60,33,141
306,53,85,60,32,138
307,52,84,56,31,126
308,51,83,54,30,122
309,51,82,53,29,120
310,51,81,52,30,117
311,51,82,52,30,119
312,52,83,52,31,123
313,52,83,53,31,127
314,53,83,53,32,125
315,54,83,54,33,123
316,54,83,53,33,125
317,54,83,53,33,126
318,54,83,53,33,124
319,54,82,53,32,122
320,54,81,50,31,119
321,53,80,49,31,116
322,54,80,48,31,117
323,54,81,48,32,120
324,55,83,49,34,129
325,56,84,49,34,131
326,56,84,52,34,129
328,56,83,52,34,122
329,57,83,51,34,118
330,57,83,51,34,119
331,57,83,51,34,120
333,57,83,51,34,115
334,57,83,50,34,113
335,57,81,48,33,108
336,57,79,47,31,99
337,55,78,46,28,92
338,54,76,44,27,81
339,53,75,43,26,77
340,53,74,42,26,71
341,53,73,41,26,71
342,53,73,40,25,68
343,53,73,40,25,65
344,53,72,39,24,62
345,52,73,39,24,66
346,53,75,39,24,71
347,53,76,40,25,76
348,53,77,40,25,84
349,54,78,41,26,87
350,55,79,41,28,94
351,56,81,42,28,100
352,56,82,43,29,105
353,57,83,45,30,109
354,58,83,46,30,109
355,58,83,46,30,109
356,58,83,46,30,108
357,58,83,46,30,108
358,59,84,45,31,113
359,59,85,45,31,115
360,60,86,47,32,119
361,61,87,47,33,121
362,62,88,47,35,124
363,62,89,48,35,126
364,63,89,49,36,123
365,64,89,49,36,121
366,64,88,48,36,111
367,64,87,48,36,108
368,64,86,46,35,103
369,63,85,45,34,100
370,63,85,44,34,96
371,62,84,44,33,92
372,62,84,43,33,92
373,62,85,43,34,93
374,63,85,43,34,98
375,63,85,43,34,96
376,63,86,43,35,99
377,64,86,43,36,100
378,65,87,43,37,103
379,66,87,43,38,101
380,66,87,43,38,100
381,66,87,43,38,96
382,66,86,42,37,91
383,65,85,41,36,87
384,65,84,40,35,81
385,64,83,39,34,79
386,64,83,39,34,71
387,64,82,38,33,69
388,63,81,37,30,59
389,62,80,36,30,53
390,61,79,36,27,49
391,60,79,34,26,46
392,59,79,34,26,48
393,59,79,35,26,51
394,59,80,35,25,51
395,59,80,35,26,51
396,60,80,34,26,53
397,60,81,34,26,56
398,60,82,34,26,61
399,60,82,34,26,62
400,60,82,35,26,63
401,60,83,35,26,62
402,60,83,35,26,64
403,61,84,35,27,68
404,62,86,35,29,74
405,63,87,37,29,79
406,63,88,38,30,82
407,64,89,39,31,83
408,65,89,39,33,87
409,66,90,39,33,90
410,66,91,40,33,92
411,66,91,41,33,90
412,66,92,41,33,91
413,66,93,41,33,91
414,66,92,41,33,87
415,66,91,40,32,85
416,65,90,38,29,80
418,65,91,38,30,91
419,66,92,38,31,92
420,66,93,39,32,102
421,67,94,40,33,103
422,69,96,41,36,111
423,71,99,43,39,114
424,72,102,46,41,128
425,73,104,50,42,131
426,74,105,53,43,136
427,75,106,54,43,140
428,75,107,57,44,146
429,76,108,58,46,153
430,77,110,59,47,154
431,78,110,60,48,156
432,79,110,63,50,157
433,80,111,63,52,159
434,81,111,63,53,159
435,82,112,65,53,161
436,82,112,65,54,160
437,83,112,67,55,162
439,84,116,67,56,166
440,84,118,69,56,166
441,84,118,70,56,169
442,85,117,69,57,169
443,85,117,69,57,166
444,85,117,68,57,165
445,85,117,68,58,162
446,87,117,67,59,167
447,87,118,67,60,169
448,88,118,68,61,172
449,88,118,69,61,171
450,88,118,69,61,170
451,89,118,69,61,168
452,89,117,68,61,169
453,89,117,68,61,170
454,89,117,68,61,171
455,89,117,68,62,168
456,89,116,67,62,166
457,89,116,67,62,164
458,89,116,66,64,169
459,93,120,66,68,182
460,95,121,71,70,187
461,95,124,76,71,195
462,96,126,78,72,199
463,97,127,79,74,203
464,97,127,81,74,204
465,98,128,82,75,204
466,99,128,82,77,205
467,100,128,83,77,206
468,100,128,83,78,206
469,100,128,84,78,207
470,100,128,83,78,205
471,100,128,83,78,204
472,100,128,82,78,202
473,100,127,82,78,198
474,100,126,82,77,192
475,100,125,81,77,190
476,100,124,79,77,187
477,100,124,79,77,186
478,100,123,78,76,181
479,100,123,77,76,177
480,99,122,76,76,176
481,100,123,76,77,188
482,101,124,77,78,196
483,101,126,80,79,208
484,102,127,82,81,222
485,104,129,83,83,222
486,104,130,86,84,229
487,105,130,88,84,230
488,105,130,88,84,228
490,106,131,88,86,232
491,107,131,88,87,243
492,108,132,89,89,247
493,111,137,91,97,271
494,116,139,93,103,272
495,119,144,101,106,287
496,120,145,108,108,280
497,120,145,111,109,278
498,121,145,110,110,272
499,121,143,109,110,255
500,120,142,108,110,254
501,120,140,105,108,243
502,120,140,105,108,244
503,120,139,104,108,243
504,120,138,102,108,246
505,121,138,102,109,247
506,121,138,101,109,250
507,121,138,101,109,252
508,121,139,101,110,266
509,122,140,101,111,268
510,122,140,102,112,277
511,123,140,102,114,276
512,124,140,102,115,276
513,124,140,102,115,276
514,124,140,102,115,274
515,125,139,101,116,270
516,125,139,101,116,268
517,125,139,100,116,264
518,125,138,100,116,267
519,125,138,99,117,268
520,126,138,99,117,273
521,126,139,99,117,276
522,126,139,100,118,277
523,127,140,101,119,281
524,128,142,101,122,284
525,129,144,104,123,296
526,130,144,106,124,299
527,130,145,108,125,306
528,131,145,109,127,307
529,132,145,109,127,309
530,132,146,110,128,310
531,133,146,111,129,311
532,133,146,111,129,311
533,133,146,112,129,310
534,133,145,110,129,308
535,133,145,109,129,308
536,133,144,108,130,310
537,134,144,108,130,312
538,134,145,108,131,311
539,135,145,108,132,312
540,135,145,109,133,312
542,136,146,109,134,310
543,137,147,110,135,313
544,138,147,111,137,312
545,138,145,111,138,304
546,138,144,101,138,303
547,139,145,101,140,312
548,140,148,102,142,321
549,142,150,104,145,336
550,144,152,108,147,337
551,144,153,111,149,345
552,146,155,111,151,352
553,147,156,113,153,358
554,147,157,117,154,360
555,147,157,119,154,348
556,147,155,119,154,343
557,147,154,117,154,329
558,147,153,115,153,323
559,147,152,117,153,316
560,147,151,116,153,315
561,147,151,115,153,311
562,147,151,114,153,311
563,147,150,113,152,312
564,147,151,113,153,321
565,147,153,113,153,325
566,147,153,115,153,335
567,147,153,115,153,337
568,147,153,116,153,332
569,147,152,116,153,331
570,147,151,115,153,326
571,147,151,114,153,323
572,147,150,113,153,320
573,147,149,111,153,316
574,147,148,110,152,307
575,147,147,109,152,305
576,146,146,107,151,295
578,144,145,107,148,296
579,144,144,106,147,292
580,144,143,104,147,286
581,143,143,103,147,280
582,143,142,103,147,275
583,143,142,102,146,279
584,143,143,102,146,284
585,143,143,104,146,295
586,143,143,104,146,289
587,143,142,103,146,283
588,143,141,101,146,277
589,143,140,99,146,280
590,143,140,99,145,275
591,143,139,98,145,272
592,143,138,95,145,264
593,143,138,95,145,263
594,143,138,95,145,261
595,143,138,94,145,259
596,143,137,93,144,259
597,143,137,93,144,255
598,142,136,92,144,254
599,142,136,91,144,256
600,143,138,91,144,274
601,143,139,92,145,275
602,143,140,95,145,280
603,143,140,95,145,273
604,143,139,95,145,268
605,143,138,94,145,262
606,143,138,94,145,262
607,143,138,93,145,264
608,143,138,92,145,265
609,143,139,92,146,266
610,143,139,92,146,267
611,143,139,92,146,269
612,143,139,93,145,265
613,144,139,93,146,265
614,144,139,92,146,264
615,144,139,92,146,261
616,144,138,91,146,261
617,144,138,90,146,255
618,144,137,90,146,255
619,144,137,90,146,254
620,144,137,90,146,255
621,144,138,90,147,254
622,144,138,90,147,253
623,144,138,91,147,252
624,144,137,90,146,252
625,144,137,89,146,249
626,144,136,88,146,249
627,144,135,88,145,246
628,144,135,87,145,245
629,144,135,87,146,245
630,144,135,86,146,246
631,144,135,86,146,246
632,144,136,86,147,253
633,145,137,86,147,261
634,145,137,88,148,267
635,145,138,88,148,270
636,145,138,90,149,264
637,145,138,91,149,262
638,145,138,89,149,257
639,146,138,89,149,258
640,146,138,89,149,258
641,146,138,89,149,257
642,146,138,90,149,253
643,146,138,90,149,253
644,146,139,90,149,255
645,146,140,90,150,266
646,146,140,91,151,268
647,147,141,93,151,271
648,147,141,93,151,269
649,147,142,93,152,275
650,148,144,94,154,278
651,149,146,97,156,286
652,149,147,99,157,292
653,150,147,100,157,295
654,150,147,101,157,294
655,150,147,101,157,292
656,150,147,101,157,293
660,149,145,99,156,270
661,150,144,99,156,270
662,150,144,98,156,273
663,150,144,98,157,277
664,150,144,98,157,275
665,150,143,97,157,270
666,150,143,96,157,268
667,150,141,96,157,255
668,150,140,95,156,252
669,149,139,94,155,240
670,148,138,93,153,235
671,148,137,91,152,236
672,147,136,90,150,236
673,146,136,89,150,237
674,146,136,89,150,236
675,146,136,89,150,238
677,146,137,89,150,244
678,147,138,90,150,244
679,147,139,91,151,246
680,147,140,92,151,250
681,147,140,94,151,253
682,147,140,94,151,252
683,147,139,93,149,250
684,146,139,93,150,247
685,146,140,93,150,255
686,147,140,93,150,257
687,147,141,94,150,266
688,147,141,93,150,266
689,147,141,93,150,261
690,146,140,93,149,257
691,146,139,92,149,250
692,146,138,91,149,247
693,146,138,91,149,244
694,146,138,90,149,244
695,146,138,90,149,246
696,146,139,90,149,251
697,146,139,90,149,253
698,146,139,91,149,254
699,146,139,91,149,253
700,146,139,91,149,252
701,145,140,91,148,256
702,146,141,91,149,261
703,146,141,92,149,264
704,146,141,94,149,267
705,146,141,94,149,264
706,146,141,94,149,263
707,146,141,94,148,262
708,146,141,94,149,263
709,146,141,93,149,266
710,146,142,93,149,268
711,146,142,94,150,271
712,147,143,95,151,273
713,147,143,95,151,274
714,147,143,96,151,278
715,147,143,95,151,279
716,147,144,95,151,280
717,148,144,96,152,280
718,148,144,96,152,279
719,148,144,96,153,279
720,149,144,97,154,278
721,149,144,97,154,279
722,149,144,97,154,281
723,149,144,97,154,278
724,149,144,96,154,278
725,149,143,96,154,272
726,148,143,96,154,272
727,149,143,95,154,272
728,149,143,95,154,274
729,149,143,95,154,273
730,149,143,95,154,272
731,149,142,94,154,272
732,149,142,94,154,274
733,148,142,94,154,277
734,149,143,94,155,282
735,150,145,95,157,285
738,153,150,101,159,307
739,155,152,104,160,313
740,155,154,107,162,317
741,156,155,109,164,323
742,157,157,111,166,326
743,157,157,114,167,329
744,158,158,115,169,329
745,159,159,116,171,334
746,159,160,117,173,337
747,161,161,117,174,342
748,161,162,120,176,344
749,161,163,122,177,344
750,162,164,123,178,347
751,163,165,123,179,349
752,164,165,126,181,352
753,164,165,126,184,348
754,164,164,125,185,346
755,164,163,123,185,344
756,165,162,122,185,346
757,165,162,121,185,349
758,165,163,121,186,357
759,165,163,122,183,358
760,164,163,124,181,361
761,163,163,125,180,361
763,163,163,125,181,367
764,163,164,125,182,368
765,163,164,125,182,368
766,164,164,126,183,368
767,164,164,127,184,369
768,165,164,127,184,369
769,165,164,127,185,372
770,165,164,127,186,376
771,165,165,127,186,378
772,166,166,127,187,383
773,167,167,129,188,385
774,167,167,130,189,386
775,167,167,131,190,385
776,167,167,132,191,386
777,167,168,131,192,389
778,167,168,131,192,390
779,170,169,132,193,393
780,170,170,134,195,393
781,170,170,135,198,393
782,171,169,134,198,387
783,171,169,133,199,387
784,171,168,132,199,382
785,170,166,131,198,380
786,170,165,130,198,374
787,170,164,128,197,372
788,170,164,127,197,369
789,170,163,126,197,369
790,170,163,126,197,369
791,170,163,126,197,370
792,170,163,126,197,369
793,170,163,126,198,369
794,170,163,126,197,369
795,170,163,126,197,368
796,169,163,125,197,367
797,169,163,125,197,368
798,170,163,126,197,368
799,170,163,125,197,367
800,170,162,125,197,365
801,170,162,125,197,363
802,170,162,125,197,361
803,170,162,125,197,358
804,170,161,125,197,356
805,170,161,125,197,353
806,170,161,124,198,353
807,170,160,124,197,348
808,170,160,123,196,348
809,169,160,123,196,343
810,169,159,122,196,342
811,169,159,121,196,340
812,169,158,121,196,340
814,169,159,121,196,349
816,169,159,122,197,356
817,169,159,122,197,353
818,169,158,121,197,347
819,169,158,120,197,348
820,169,158,120,197,351
821,170,159,120,197,353
822,170,159,121,197,353
823,170,159,121,197,353
824,170,160,122,197,355
825,170,161,122,198,357
826,170,162,123,198,365
827,172,164,124,199,368
828,173,166,126,201,377
829,173,168,130,203,380
830,173,169,133,205,385
831,174,170,134,206,389
832,174,171,135,206,395
833,176,173,137,207,400
834,177,174,139,209,406
835,177,174,142,213,400
836,177,173,142,215,394
837,177,171,141,214,371
838,177,169,139,212,365
839,176,166,136,210,347
840,175,165,134,209,346
841,174,164,132,209,336
842,174,164,131,209,336
843,174,164,131,209,342
845,174,164,131,207,344
846,174,163,130,207,340
847,174,162,129,208,341
848,174,162,128,208,343
849,174,162,128,207,346
850,173,162,128,207,346
851,173,162,127,207,346
852,173,162,127,207,332
853,173,161,127,205,331
854,173,160,125,204,319
855,172,159,124,204,316
856,172,158,123,203,313
857,172,158,122,203,310
858,172,156,121,203,300
859,172,155,119,201,298
860,171,154,119,200,285
861,170,152,119,197,274
862,169,151,116,194,269
863,167,149,115,193,260
864,167,149,115,192,256
865,167,151,115,192,265
866,167,153,115,192,270
867,167,156,117,192,298
868,167,157,120,193,302
869,167,157,122,195,310
870,167,156,122,196,307
871,167,156,121,196,316
872,167,156,120,196,317
873,167,155,120,196,317
875,168,156,120,196,305
876,168,156,119,196,303
877,168,156,119,195,302
878,167,155,118,195,289
879,167,154,118,194,287
880,167,153,116,192,275
881,167,153,116,191,278
882,166,153,116,191,278
883,166,153,115,191,278
884,166,153,115,191,275
885,166,153,114,191,275
886,166,153,114,191,272
887,166,153,114,191,271
888,166,152,112,191,274
889,166,151,111,191,272
890,166,151,111,191,272
891,166,150,110,191,269
892,166,150,110,191,269
893,166,150,110,191,269
894,166,150,109,191,270
895,166,150,109,191,270
896,166,151,109,190,275
897,166,152,109,190,276
898,166,152,110,190,277
899,166,152,110,191,276
900,166,152,110,191,276
901,166,152,110,191,274
902,166,152,110,190,273
903,166,152,110,190,274
904,165,152,110,190,276
906,166,153,110,190,276
907,166,153,110,190,273
908,166,153,111,189,270
909,165,152,110,189,264
910,165,152,110,188,262
911,165,152,110,188,260
912,165,150,108,187,258
913,165,149,107,186,249
914,164,148,104,184,248
915,163,147,104,184,240
916,163,148,104,184,248
917,163,148,104,184,248
918,163,149,105,184,253
919,163,149,105,184,256
920,163,149,105,184,258
921,163,149,104,184,265
922,163,150,104,184,266
923,163,150,104,184,263
924,163,151,105,185,260
925,163,151,105,185,261
926,163,152,106,185,265
927,163,152,105,185,265
928,163,152,105,185,264
929,163,152,106,185,263
931,163,153,106,185,268
932,163,154,106,185,267
933,163,155,107,185,274
934,165,158,108,185,279
935,165,159,111,186,292
936,165,161,114,188,293
937,165,161,116,189,295
938,165,162,116,190,294
940,165,162,116,190,297
941,166,162,116,190,297
942,166,162,116,190,297
943,166,161,115,190,293
944,165,161,114,190,293
945,165,160,113,190,293
946,165,160,113,190,292
947,165,160,112,190,290
948,165,160,110,190,288
949,165,160,110,190,286
950,165,160,110,190,286
951,165,160,111,190,286
952,165,161,111,190,289
953,166,161,109,190,290
954,166,162,110,190,294
955,166,162,110,191,294
956,166,162,111,191,292
957,166,162,108,192,290
958,166,162,108,192,290
959,166,162,107,193,288
960,166,161,107,192,286
962,166,161,107,192,290
963,166,162,107,192,292
964,167,163,108,192,294
965,167,163,109,192,293
966,167,164,113,193,297
967,167,164,114,193,297
968,167,165,115,194,300
969,167,165,116,194,301
970,167,165,117,195,298
971,168,165,120,195,298
972,168,165,121,196,297
973,168,165,121,196,299
974,167,167,121,196,304
975,169,169,122,196,306
976,169,171,127,197,314
977,170,172,129,200,315
978,170,172,131,200,315
979,170,172,131,200,312
980,170,172,127,201,311
981,170,171,126,201,308
982,170,171,126,201,310
983,170,171,127,201,311
984,170,171,126,202,310
985,170,171,126,202,314
986,171,172,126,203,318
987,172,175,127,203,328
988,173,176,130,205,331
989,173,178,133,207,337
990,173,179,136,208,337
991,173,179,138,210,339
992,174,180,139,211,339
993,174,180,139,211,339
994,174,180,140,211,340
995,174,180,140,212,340
996,174,181,141,213,340
997,175,181,141,214,339
998,175,181,142,214,338
999,175,181,142,213,335
1001,174,180,142,212,331
1002,174,180,141,212,331
1003,174,180,141,212,331
1004,174,180,141,212,329
1005,174,180,141,212,328
1006,174,179,141,212,327
1007,174,179,141,212,326
1008,173,179,141,212,319
1009,173,178,141,209,318
1010,173,177,139,208,312
1011,172,177,139,207,311
1012,171,177,140,205,311
1013,171,177,140,205,313
1014,171,178,140,204,317
1015,170,178,142,204,319
1016,170,179,142,204,322
1017,171,179,142,204,322
1018,171,179,143,204,321
1019,171,180,144,204,323
1020,171,182,144,205,325
1021,171,182,147,205,327
1022,172,183,148,206,329
1023,172,183,149,207,329
1024,172,183,150,207,326
1025,172,183,149,207,321
1026,172,184,149,207,323
1027,172,186,151,208,324
1028,172,187,153,208,333
1029,173,189,155,209,334
1030,174,191,157,210,344
1031,175,192,160,211,348
1032,175,194,163,213,355
1033,176,195,166,216,357
1034,176,196,168,217,356
1035,176,196,169,217,354
1036,177,197,170,218,354
1037,177,199,171,219,356
1038,177,200,174,220,359
1039,177,200,175,222,357
1040,177,201,177,222,355
1041,177,201,177,221,356
1042,177,201,178,221,356
1043,177,201,176,220,357
1044,177,202,176,220,358
1045,178,204,177,221,363
1046,178,205,180,223,367
1047,178,207,182,224,372
1048,178,208,185,225,378
1049,179,209,186,226,383
1050,179,211,189,226,386
1051,179,212,192,227,384
1052,179,213,196,228,380
1053,179,214,197,229,382
1054,180,215,198,229,385
1055,180,216,200,229,386
1056,180,216,202,231,388
1057,180,216,202,232,388
1058,180,217,204,230,386
1059,180,217,204,230,383
1060,180,218,206,230,388
1061,180,220,207,230,389
1062,181,221,210,231,396
1063,181,222,212,232,397
1064,181,224,214,233,398
1065,181,225,217,235,399
1066,181,226,217,235,399
1067,182,227,220,235,399
1068,182,229,223,236,399
1069,182,230,226,237,401
1070,182,231,227,237,403
1071,182,232,230,237,403
1072,182,233,233,237,402
1073,182,235,236,237,399
1074,182,234,240,238,398
1075,182,232,236,237,397
1076,182,230,228,237,397
1077,182,229,220,236,397
1078,182,228,218,236,397
1079,182,227,213,235,397
1080,182,226,207,235,397
1081,182,225,202,234,397
1082,182,224,199,234,397
1084,182,218,197,233,397
1085,182,216,187,232,397
